coicop,date,weighted_yes_no,values
Core inflation,2015-04-01,Unweighted,0.008846497969015167
Headline inflation,2015-04-01,Unweighted,0.008081818450923296
Core inflation,2015-04-01,Weighted,0.008732666428379672
Headline inflation,2015-04-01,Weighted,0.006526888862745147
Core inflation,2015-03-01,Unweighted,0.00767411918484186
Headline inflation,2015-03-01,Unweighted,0.006762707337029734
Core inflation,2015-03-01,Weighted,0.005323904212132293
Headline inflation,2015-03-01,Weighted,0.004771008952708727
Core inflation,2015-02-01,Unweighted,0.006730918448317045
Headline inflation,2015-02-01,Unweighted,0.005990343105892666
Core inflation,2015-02-01,Weighted,0.0051471594868123804
Headline inflation,2015-02-01,Weighted,0.004625332812103657
Core inflation,2015-01-01,Unweighted,0.008071228954880742
Headline inflation,2015-01-01,Unweighted,0.0073761707366927255
Core inflation,2015-01-01,Weighted,0.005648617419967223
Headline inflation,2015-01-01,Weighted,0.005187768704098828
Core inflation,2014-12-01,Unweighted,0.007603842518926309
Headline inflation,2014-12-01,Unweighted,0.007211832382674287
Core inflation,2014-12-01,Weighted,0.0058018150899883155
Headline inflation,2014-12-01,Weighted,0.005743440974251643
Core inflation,2014-11-01,Unweighted,0.006981177701882625
Headline inflation,2014-11-01,Unweighted,0.005612720514950604
Core inflation,2014-11-01,Weighted,0.004975229922182174
Headline inflation,2014-11-01,Weighted,0.0045912158163937304
Core inflation,2014-10-01,Unweighted,0.007359919908031037
Headline inflation,2014-10-01,Unweighted,0.0062920166627410115
Core inflation,2014-10-01,Weighted,0.005812519761836292
Headline inflation,2014-10-01,Weighted,0.004990009108969776
Core inflation,2014-09-01,Unweighted,0.008239027791394347
Headline inflation,2014-09-01,Unweighted,0.006047835628509896
Core inflation,2014-09-01,Weighted,0.00599595883283054
Headline inflation,2014-09-01,Weighted,0.005150934456438665
Core inflation,2014-08-01,Unweighted,0.005392733902889
Headline inflation,2014-08-01,Unweighted,0.005230477486505616
Core inflation,2014-08-01,Weighted,0.0049917347552160185
Headline inflation,2014-08-01,Weighted,0.005067623764946508
Core inflation,2014-07-01,Unweighted,0.006978161422760673
Headline inflation,2014-07-01,Unweighted,0.006094864101934729
Core inflation,2014-07-01,Weighted,0.005519730324374936
Headline inflation,2014-07-01,Weighted,0.005156795747516101
Core inflation,2014-06-01,Unweighted,0.008232637231742553
Headline inflation,2014-06-01,Unweighted,0.00661338355951499
Core inflation,2014-06-01,Weighted,0.006127970536009245
Headline inflation,2014-06-01,Weighted,0.0050768116359603144
Core inflation,2014-05-01,Unweighted,0.009850861570655154
Headline inflation,2014-05-01,Unweighted,0.007553319242488522
Core inflation,2014-05-01,Weighted,0.007070694972150136
Headline inflation,2014-05-01,Weighted,0.0053073803013366
Core inflation,2014-04-01,Unweighted,0.009391485505499116
Headline inflation,2014-04-01,Unweighted,0.006960603422117942
Core inflation,2014-04-01,Weighted,0.0068751761626212465
Headline inflation,2014-04-01,Weighted,0.005202740387350269
Core inflation,2014-03-01,Unweighted,0.008994735302269586
Headline inflation,2014-03-01,Unweighted,0.007576105095697434
Core inflation,2014-03-01,Weighted,0.0064946540758473725
Headline inflation,2014-03-01,Weighted,0.005299047227670431
Core inflation,2014-02-01,Unweighted,0.008255779474818965
Headline inflation,2014-02-01,Unweighted,0.0077423986491335665
Core inflation,2014-02-01,Weighted,0.005907673251517702
Headline inflation,2014-02-01,Weighted,0.0051256523790792555
Core inflation,2014-01-01,Unweighted,0.009804805481309449
Headline inflation,2014-01-01,Unweighted,0.00885482324706948
Core inflation,2014-01-01,Weighted,0.00696467571859051
Headline inflation,2014-01-01,Weighted,0.005121446930522485
Core inflation,2013-12-01,Unweighted,0.012089469101573267
Headline inflation,2013-12-01,Unweighted,0.009938759850626288
Core inflation,2013-12-01,Weighted,0.008329053021068596
Headline inflation,2013-12-01,Weighted,0.006309363394267396
Core inflation,2013-11-01,Unweighted,0.013762936498168971
Headline inflation,2013-11-01,Unweighted,0.01081361227926708
Core inflation,2013-11-01,Weighted,0.010605045674435336
Headline inflation,2013-11-01,Weighted,0.008174275953233624
Core inflation,2013-10-01,Unweighted,0.011104645779795808
Headline inflation,2013-10-01,Unweighted,0.008908304818361466
Core inflation,2013-10-01,Weighted,0.008071648759963836
Headline inflation,2013-10-01,Weighted,0.006368078758567601
Core inflation,2013-09-01,Unweighted,0.011080922439276577
Headline inflation,2013-09-01,Unweighted,0.009109133646482177
Core inflation,2013-09-01,Weighted,0.008086794832268181
Headline inflation,2013-09-01,Weighted,0.006125186734090436
Core inflation,2013-08-01,Unweighted,0.012983694227355852
Headline inflation,2013-08-01,Unweighted,0.011156659564205541
Core inflation,2013-08-01,Weighted,0.008745479726286724
Headline inflation,2013-08-01,Weighted,0.006437848143907595
Core inflation,2013-07-01,Unweighted,0.011627553482998907
Headline inflation,2013-07-01,Unweighted,0.010643876420889051
Core inflation,2013-07-01,Weighted,0.00798647085367433
Headline inflation,2013-07-01,Weighted,0.006540583101917858
Core inflation,2013-06-01,Unweighted,0.012015341071007163
Headline inflation,2013-06-01,Unweighted,0.010124878166908323
Core inflation,2013-06-01,Weighted,0.008355180348440476
Headline inflation,2013-06-01,Weighted,0.006791979827196304
Core inflation,2013-05-01,Unweighted,0.011853935611166622
Headline inflation,2013-05-01,Unweighted,0.010146298261979717
Core inflation,2013-05-01,Weighted,0.008292401527980305
Headline inflation,2013-05-01,Weighted,0.006319694233322517
Core inflation,2013-04-01,Unweighted,0.012135636951166854
Headline inflation,2013-04-01,Unweighted,0.010767763780939164
Core inflation,2013-04-01,Weighted,0.008285303007280542
Headline inflation,2013-04-01,Weighted,0.006164362779154203
Core inflation,2013-03-01,Unweighted,0.011756297304669932
Headline inflation,2013-03-01,Unweighted,0.010318481120377115
Core inflation,2013-03-01,Weighted,0.008702357749944547
Headline inflation,2013-03-01,Weighted,0.007009158385979251
Core inflation,2013-02-01,Unweighted,0.011391940826280379
Headline inflation,2013-02-01,Unweighted,0.011467459682900454
Core inflation,2013-02-01,Weighted,0.008308081777641925
Headline inflation,2013-02-01,Weighted,0.007460661853162939
Core inflation,2013-01-01,Unweighted,0.01157254009327798
Headline inflation,2013-01-01,Unweighted,0.011019002724957988
Core inflation,2013-01-01,Weighted,0.008175827298774356
Headline inflation,2013-01-01,Weighted,0.007221071064374306
Core inflation,2012-12-01,Unweighted,0.010051839318463589
Headline inflation,2012-12-01,Unweighted,0.009510520490488415
Core inflation,2012-12-01,Weighted,0.007009906766090827
Headline inflation,2012-12-01,Weighted,0.007002940272008027
Core inflation,2012-11-01,Unweighted,0.010750152997687253
Headline inflation,2012-11-01,Unweighted,0.009542701813152124
Core inflation,2012-11-01,Weighted,0.0071212526654645565
Headline inflation,2012-11-01,Weighted,0.006682063487983561
Core inflation,2012-10-01,Unweighted,0.010496114569336197
Headline inflation,2012-10-01,Unweighted,0.008994735302269586
Core inflation,2012-10-01,Weighted,0.006743140415352507
Headline inflation,2012-10-01,Weighted,0.006409590470515252
Core inflation,2012-09-01,Unweighted,0.009271348053915466
Headline inflation,2012-09-01,Unweighted,0.009495705400476132
Core inflation,2012-09-01,Weighted,0.006314461486676943
Headline inflation,2012-09-01,Weighted,0.007281761784439929
Core inflation,2012-08-01,Unweighted,0.009393586838061942
Headline inflation,2012-08-01,Unweighted,0.008195634267866738
Core inflation,2012-08-01,Weighted,0.005109565034267439
Headline inflation,2012-08-01,Weighted,0.005293792918166638
Core inflation,2012-07-01,Unweighted,0.010163919674903711
Headline inflation,2012-07-01,Unweighted,0.00873227528075858
Core inflation,2012-07-01,Weighted,0.006804640014667608
Headline inflation,2012-07-01,Weighted,0.0068644665035870215
Core inflation,2012-06-01,Unweighted,0.009904278713874386
Headline inflation,2012-06-01,Unweighted,0.008771214883145653
Core inflation,2012-06-01,Weighted,0.0057844840980169655
Headline inflation,2012-06-01,Weighted,0.007251604431647906
Core inflation,2012-05-01,Unweighted,0.008792790108647927
Headline inflation,2012-05-01,Unweighted,0.007890533968990279
Core inflation,2012-05-01,Weighted,0.005821071219836061
Headline inflation,2012-05-01,Weighted,0.00656913922366985
Core inflation,2012-04-01,Unweighted,0.008401127743846123
Headline inflation,2012-04-01,Unweighted,0.007217486076409008
Core inflation,2012-04-01,Weighted,0.00573778610412752
Headline inflation,2012-04-01,Weighted,0.006265351317540812
Core inflation,2012-03-01,Unweighted,0.008401127743846123
Headline inflation,2012-03-01,Unweighted,0.007915840215402876
Core inflation,2012-03-01,Weighted,0.006197899017060484
Headline inflation,2012-03-01,Weighted,0.006814272542904552
Core inflation,2012-02-01,Unweighted,0.008293783340868216
Headline inflation,2012-02-01,Unweighted,0.007937088157570927
Core inflation,2012-02-01,Weighted,0.005269731241223911
Headline inflation,2012-02-01,Weighted,0.00567800697106598
Core inflation,2012-01-01,Unweighted,0.008910520098235154
Headline inflation,2012-01-01,Unweighted,0.008693009896038977
Core inflation,2012-01-01,Weighted,0.005183983000956751
Headline inflation,2012-01-01,Weighted,0.0052409270267868195
Core inflation,2011-12-01,Unweighted,0.009675797260772827
Headline inflation,2011-12-01,Unweighted,0.009098293651472295
Core inflation,2011-12-01,Weighted,0.006067573989641117
Headline inflation,2011-12-01,Weighted,0.006166223246865837
Core inflation,2011-11-01,Unweighted,0.009656740214945588
Headline inflation,2011-11-01,Unweighted,0.008680892508080152
Core inflation,2011-11-01,Weighted,0.006084753680597609
Headline inflation,2011-11-01,Weighted,0.0049751809798920564
Core inflation,2011-10-01,Unweighted,0.008737547530177176
Headline inflation,2011-10-01,Unweighted,0.008064868583130037
Core inflation,2011-10-01,Weighted,0.006795232822372132
Headline inflation,2011-10-01,Weighted,0.005068702883952295
Core inflation,2011-09-01,Unweighted,0.0096812352408912
Headline inflation,2011-09-01,Unweighted,0.009752057812531025
Core inflation,2011-09-01,Weighted,0.008200575408374863
Headline inflation,2011-09-01,Weighted,0.005391218379609369
Core inflation,2011-08-01,Unweighted,0.0109091945768599
Headline inflation,2011-08-01,Unweighted,0.011719978444384703
Core inflation,2011-08-01,Weighted,0.0063702284865389865
Headline inflation,2011-08-01,Weighted,0.00516256442338128
Core inflation,2011-07-01,Unweighted,0.01014422314215804
Headline inflation,2011-07-01,Unweighted,0.011272229499736813
Core inflation,2011-07-01,Weighted,0.006107417759889067
Headline inflation,2011-07-01,Weighted,0.006038523047376661
Core inflation,2011-06-01,Unweighted,0.009417788320094335
Headline inflation,2011-06-01,Unweighted,0.010670174861685602
Core inflation,2011-06-01,Weighted,0.005414410592828389
Headline inflation,2011-06-01,Weighted,0.005057197003593016
Core inflation,2011-05-01,Unweighted,0.009541460773079274
Headline inflation,2011-05-01,Unweighted,0.010676585300750916
Core inflation,2011-05-01,Weighted,0.004997810254877717
Headline inflation,2011-05-01,Weighted,0.005522774982890403
Core inflation,2011-04-01,Unweighted,0.010029430376856432
Headline inflation,2011-04-01,Unweighted,0.009806013192773204
Core inflation,2011-04-01,Weighted,0.004886880138472367
Headline inflation,2011-04-01,Weighted,0.005674983965990293
Core inflation,2011-03-01,Unweighted,0.010353743284435828
Headline inflation,2011-03-01,Unweighted,0.009327943305776973
Core inflation,2011-03-01,Weighted,0.0059730749264413985
Headline inflation,2011-03-01,Weighted,0.0061741543894412365
Core inflation,2011-02-01,Unweighted,0.011555358747761736
Headline inflation,2011-02-01,Unweighted,0.010215957589657673
Core inflation,2011-02-01,Weighted,0.0048049539543316274
Headline inflation,2011-02-01,Weighted,0.006995119293834933
Core inflation,2011-01-01,Unweighted,0.012010850357730274
Headline inflation,2011-01-01,Unweighted,0.010884078183049626
Core inflation,2011-01-01,Weighted,0.004627629532846894
Headline inflation,2011-01-01,Weighted,0.007451996531312549
Core inflation,2010-12-01,Unweighted,0.013219901265655663
Headline inflation,2010-12-01,Unweighted,0.012916737407842506
Core inflation,2010-12-01,Weighted,0.006270978861859278
Headline inflation,2010-12-01,Weighted,0.007851162966078334
Core inflation,2010-11-01,Unweighted,0.013902953113031703
Headline inflation,2010-11-01,Unweighted,0.012794324399596302
Core inflation,2010-11-01,Weighted,0.006271991644309349
Headline inflation,2010-11-01,Weighted,0.007534848649081451
Core inflation,2010-10-01,Unweighted,0.014641235927123237
Headline inflation,2010-10-01,Unweighted,0.012725750934310527
Core inflation,2010-10-01,Weighted,0.007516330810492095
Headline inflation,2010-10-01,Weighted,0.008523146033473082
Core inflation,2010-09-01,Unweighted,0.015160197193551555
Headline inflation,2010-09-01,Unweighted,0.013943023156290106
Core inflation,2010-09-01,Weighted,0.008342298444969766
Headline inflation,2010-09-01,Weighted,0.009843971229131054
Core inflation,2010-08-01,Unweighted,0.015420423913894537
Headline inflation,2010-08-01,Unweighted,0.014029667813151115
Core inflation,2010-08-01,Weighted,0.008050973880147595
Headline inflation,2010-08-01,Weighted,0.009211951711327618
Core inflation,2010-07-01,Unweighted,0.01596410447156205
Headline inflation,2010-07-01,Unweighted,0.01361220427642628
Core inflation,2010-07-01,Weighted,0.008139569385426983
Headline inflation,2010-07-01,Weighted,0.008799874867837018
Core inflation,2010-06-01,Unweighted,0.016771765120677008
Headline inflation,2010-06-01,Unweighted,0.01564835622778249
Core inflation,2010-06-01,Weighted,0.007976640836977815
Headline inflation,2010-06-01,Weighted,0.009999788261817407
Core inflation,2010-05-01,Unweighted,0.017530349622718218
Headline inflation,2010-05-01,Unweighted,0.01655739618481881
Core inflation,2010-05-01,Weighted,0.007929891107756833
Headline inflation,2010-05-01,Weighted,0.009982288033531411
Core inflation,2010-04-01,Unweighted,0.018193333076186247
Headline inflation,2010-04-01,Unweighted,0.017177938728129415
Core inflation,2010-04-01,Weighted,0.008959596936071224
Headline inflation,2010-04-01,Weighted,0.009714119318627734
Core inflation,2010-03-01,Unweighted,0.018706247197407776
Headline inflation,2010-03-01,Unweighted,0.017804198203912765
Core inflation,2010-03-01,Weighted,0.007799561391020157
Headline inflation,2010-03-01,Weighted,0.008999608272734024
Core inflation,2010-02-01,Unweighted,0.017614288458371995
Headline inflation,2010-02-01,Unweighted,0.016447364210525776
Core inflation,2010-02-01,Weighted,0.008842460587208537
Headline inflation,2010-02-01,Weighted,0.007574143476949021
Core inflation,2010-01-01,Unweighted,0.017036416104457254
Headline inflation,2010-01-01,Unweighted,0.015503480084704924
Core inflation,2010-01-01,Weighted,0.008972845095481562
Headline inflation,2010-01-01,Weighted,0.00653688454996871
Core inflation,2009-12-01,Unweighted,0.012441864811996632
Headline inflation,2009-12-01,Unweighted,0.01394151317015783
Core inflation,2009-12-01,Weighted,0.006794313650254099
Headline inflation,2009-12-01,Weighted,0.006242249723676612
Core inflation,2009-11-01,Unweighted,0.011640559762268623
Headline inflation,2009-11-01,Unweighted,0.013072570721291121
Core inflation,2009-11-01,Weighted,0.006458948927172854
Headline inflation,2009-11-01,Weighted,0.006339470455220177
Core inflation,2009-10-01,Unweighted,0.011499542324988876
Headline inflation,2009-10-01,Unweighted,0.010696162617352173
Core inflation,2009-10-01,Weighted,0.006670390825144858
Headline inflation,2009-10-01,Weighted,0.00601234663202742
Core inflation,2009-09-01,Unweighted,0.01066770828247567
Headline inflation,2009-09-01,Unweighted,0.011652309461624922
Core inflation,2009-09-01,Weighted,0.006460012448468046
Headline inflation,2009-09-01,Weighted,0.006354973166102381
Core inflation,2009-08-01,Unweighted,0.008882270928208915
Headline inflation,2009-08-01,Unweighted,0.0109172726495798
Core inflation,2009-08-01,Weighted,0.0054046482284053005
Headline inflation,2009-08-01,Weighted,0.0055180923435457436
Core inflation,2009-07-01,Unweighted,0.009547113093550984
Headline inflation,2009-07-01,Unweighted,0.0131445405917598
Core inflation,2009-07-01,Weighted,0.005186250425006846
Headline inflation,2009-07-01,Weighted,0.006737303114151859
Core inflation,2009-06-01,Unweighted,0.01001840411705535
Headline inflation,2009-06-01,Unweighted,0.016086198726662688
Core inflation,2009-06-01,Weighted,0.005198021410550863
Headline inflation,2009-06-01,Weighted,0.008267145349212319
Core inflation,2009-05-01,Unweighted,0.01044925079157655
Headline inflation,2009-05-01,Unweighted,0.01789560369417437
Core inflation,2009-05-01,Weighted,0.005310791035902566
Headline inflation,2009-05-01,Weighted,0.00836516364937263
Core inflation,2009-04-01,Unweighted,0.011619403010300894
Headline inflation,2009-04-01,Unweighted,0.019217864496074315
Core inflation,2009-04-01,Weighted,0.005344593790600101
Headline inflation,2009-04-01,Weighted,0.007987317283358036
Core inflation,2009-03-01,Unweighted,0.014647705047477392
Headline inflation,2009-03-01,Unweighted,0.023522609504362753
Core inflation,2009-03-01,Weighted,0.006357643214623944
Headline inflation,2009-03-01,Weighted,0.008689388414111505
Core inflation,2009-02-01,Unweighted,0.016549765461845837
Headline inflation,2009-02-01,Unweighted,0.024854100582991808
Core inflation,2009-02-01,Weighted,0.006627591663696
Headline inflation,2009-02-01,Weighted,0.008272428183125645
Core inflation,2009-01-01,Unweighted,0.01784170159456417
Headline inflation,2009-01-01,Unweighted,0.026756209313766873
Core inflation,2009-01-01,Weighted,0.0070415717483749835
Headline inflation,2009-01-01,Weighted,0.008637720456661861
Core inflation,2008-12-01,Unweighted,0.015051140890486116
Headline inflation,2008-12-01,Unweighted,0.02713567277297737
Core inflation,2008-12-01,Weighted,0.006706511145863383
Headline inflation,2008-12-01,Weighted,0.008889350941405106
Core inflation,2008-11-01,Unweighted,0.01626135230992086
Headline inflation,2008-11-01,Unweighted,0.02774484304856442
Core inflation,2008-11-01,Weighted,0.00727117346302999
Headline inflation,2008-11-01,Weighted,0.009309942560970052
Core inflation,2008-10-01,Unweighted,0.018060934871181298
Headline inflation,2008-10-01,Unweighted,0.030219547525262166
Core inflation,2008-10-01,Weighted,0.0077874626510457115
Headline inflation,2008-10-01,Weighted,0.009594629364584871
Core inflation,2008-09-01,Unweighted,0.01958409666298814
Headline inflation,2008-09-01,Unweighted,0.03121887924081567
Core inflation,2008-09-01,Weighted,0.007819362919346134
Headline inflation,2008-09-01,Weighted,0.010467864258390708
Core inflation,2008-08-01,Unweighted,0.02098395376923695
Headline inflation,2008-08-01,Unweighted,0.03356670499483866
Core inflation,2008-08-01,Weighted,0.007474337482483425
Headline inflation,2008-08-01,Weighted,0.010906872368597251
Core inflation,2008-07-01,Unweighted,0.02210501252990752
Headline inflation,2008-07-01,Unweighted,0.035100269904495336
Core inflation,2008-07-01,Weighted,0.007951407349040802
Headline inflation,2008-07-01,Weighted,0.011634858537020348
Core inflation,2008-06-01,Unweighted,0.02250122803666268
Headline inflation,2008-06-01,Unweighted,0.037336978988664844
Core inflation,2008-06-01,Weighted,0.007998074080434061
Headline inflation,2008-06-01,Weighted,0.011907207774792965
Core inflation,2008-05-01,Unweighted,0.023031785816448037
Headline inflation,2008-05-01,Unweighted,0.03806431537888417
Core inflation,2008-05-01,Weighted,0.007978416796600343
Headline inflation,2008-05-01,Weighted,0.011507761319405941
Core inflation,2008-04-01,Unweighted,0.024222379821366158
Headline inflation,2008-04-01,Unweighted,0.0388497781609869
Core inflation,2008-04-01,Weighted,0.007791465212420051
Headline inflation,2008-04-01,Weighted,0.0115826704611708
Core inflation,2008-03-01,Unweighted,0.02281412304968823
Headline inflation,2008-03-01,Unweighted,0.0357892589002843
Core inflation,2008-03-01,Weighted,0.006755454484606181
Headline inflation,2008-03-01,Weighted,0.010472706488113305
Core inflation,2008-02-01,Unweighted,0.02277787476801487
Headline inflation,2008-02-01,Unweighted,0.03635801511576085
Core inflation,2008-02-01,Weighted,0.006378669001843238
Headline inflation,2008-02-01,Weighted,0.010745405050904539
Core inflation,2008-01-01,Unweighted,0.021635740411594297
Headline inflation,2008-01-01,Unweighted,0.03437483014312101
Core inflation,2008-01-01,Weighted,0.006172257969725013
Headline inflation,2008-01-01,Weighted,0.010004272706318082
Core inflation,2007-12-01,Unweighted,0.02051931054551195
Headline inflation,2007-12-01,Unweighted,0.030005043435711726
Core inflation,2007-12-01,Weighted,0.005679801565255578
Headline inflation,2007-12-01,Weighted,0.008813734244845536
Core inflation,2007-11-01,Unweighted,0.02075794077607791
Headline inflation,2007-11-01,Unweighted,0.02901106866806457
Core inflation,2007-11-01,Weighted,0.005494199334520412
Headline inflation,2007-11-01,Weighted,0.008535270993221749
Core inflation,2007-10-01,Unweighted,0.02137608107453897
Headline inflation,2007-10-01,Unweighted,0.028910524399474866
Core inflation,2007-10-01,Weighted,0.005351717760090561
Headline inflation,2007-10-01,Weighted,0.007868304897080791
Core inflation,2007-09-01,Unweighted,0.02085154291905669
Headline inflation,2007-09-01,Unweighted,0.026048285123875945
Core inflation,2007-09-01,Weighted,0.005511765304291522
Headline inflation,2007-09-01,Weighted,0.007507756295680543
Core inflation,2007-08-01,Unweighted,0.019557203545658458
Headline inflation,2007-08-01,Unweighted,0.02256983315004904
Core inflation,2007-08-01,Weighted,0.005422455955497242
Headline inflation,2007-08-01,Weighted,0.005962674025794685
Core inflation,2007-07-01,Unweighted,0.01878093938573165
Headline inflation,2007-07-01,Unweighted,0.021737912551697856
Core inflation,2007-07-01,Weighted,0.005344583264339074
Headline inflation,2007-07-01,Weighted,0.006172412270056479
Core inflation,2007-06-01,Unweighted,0.01768220931659247
Headline inflation,2007-06-01,Unweighted,0.020394723259757788
Core inflation,2007-06-01,Weighted,0.004885514679755665
Headline inflation,2007-06-01,Weighted,0.0055797453657852785
Core inflation,2007-05-01,Unweighted,0.016452803312569722
Headline inflation,2007-05-01,Unweighted,0.01865835497910563
Core inflation,2007-05-01,Weighted,0.004705930562349146
Headline inflation,2007-05-01,Weighted,0.0055147224431545926
Core inflation,2007-04-01,Unweighted,0.017174874549453736
Headline inflation,2007-04-01,Unweighted,0.019726818507327853
Core inflation,2007-04-01,Weighted,0.005083426364526155
Headline inflation,2007-04-01,Weighted,0.005605936986591119
Core inflation,2007-03-01,Unweighted,0.014880577238379178
Headline inflation,2007-03-01,Unweighted,0.01782214766430862
Core inflation,2007-03-01,Weighted,0.005100587766857309
Headline inflation,2007-03-01,Weighted,0.0056210991296119575
Core inflation,2007-02-01,Unweighted,0.013661702136379563
Headline inflation,2007-02-01,Unweighted,0.014997806857214685
Core inflation,2007-02-01,Weighted,0.005920261634442678
Headline inflation,2007-02-01,Weighted,0.005370227250537676
Core inflation,2007-01-01,Unweighted,0.012245192397104476
Headline inflation,2007-01-01,Unweighted,0.014559858298905607
Core inflation,2007-01-01,Weighted,0.005644852436947434
Headline inflation,2007-01-01,Weighted,0.005114917306181562
Core inflation,2006-12-01,Unweighted,0.011903117680940392
Headline inflation,2006-12-01,Unweighted,0.014565550561441019
Core inflation,2006-12-01,Weighted,0.006530542680006627
Headline inflation,2006-12-01,Weighted,0.005783769691631147
Core inflation,2006-11-01,Unweighted,0.01105060131728967
Headline inflation,2006-11-01,Unweighted,0.013386855296776839
Core inflation,2006-11-01,Weighted,0.006674194206003216
Headline inflation,2006-11-01,Weighted,0.005339817353942554
Core inflation,2006-10-01,Unweighted,0.009833348200999762
Headline inflation,2006-10-01,Unweighted,0.012009973925209434
Core inflation,2006-10-01,Weighted,0.006792613727663255
Headline inflation,2006-10-01,Weighted,0.006528751555952048
Core inflation,2006-09-01,Unweighted,0.009755430336619271
Headline inflation,2006-09-01,Unweighted,0.012203968293357008
Core inflation,2006-09-01,Weighted,0.007072674013889212
Headline inflation,2006-09-01,Weighted,0.008170060092522973
Core inflation,2006-08-01,Unweighted,0.009765675657763347
Headline inflation,2006-08-01,Unweighted,0.01316094701439792
Core inflation,2006-08-01,Weighted,0.007136949437268407
Headline inflation,2006-08-01,Weighted,0.007392794835660585
Core inflation,2006-07-01,Unweighted,0.010215957589657675
Headline inflation,2006-07-01,Unweighted,0.01353854147473641
Core inflation,2006-07-01,Weighted,0.00726084972388736
Headline inflation,2006-07-01,Weighted,0.007316643197855789
Core inflation,2006-06-01,Unweighted,0.010302784498428212
Headline inflation,2006-06-01,Unweighted,0.011587084461407427
Core inflation,2006-06-01,Weighted,0.007268442307496654
Headline inflation,2006-06-01,Weighted,0.007046585064096537
Core inflation,2006-05-01,Unweighted,0.010782539491916402
Headline inflation,2006-05-01,Unweighted,0.012688992328620481
Core inflation,2006-05-01,Weighted,0.007909964454185844
Headline inflation,2006-05-01,Weighted,0.007339992511367013
Core inflation,2006-04-01,Unweighted,0.009264959453997116
Headline inflation,2006-04-01,Unweighted,0.010889879415503668
Core inflation,2006-04-01,Weighted,0.00782458232367009
Headline inflation,2006-04-01,Weighted,0.006827332440091225
Core inflation,2006-03-01,Unweighted,0.010817140394567756
Headline inflation,2006-03-01,Unweighted,0.013070154833375964
Core inflation,2006-03-01,Weighted,0.008237670441713155
Headline inflation,2006-03-01,Weighted,0.00810315718696728
Core inflation,2006-02-01,Unweighted,0.010348658697730119
Headline inflation,2006-02-01,Unweighted,0.013548645300312656
Core inflation,2006-02-01,Weighted,0.007607759565640411
Headline inflation,2006-02-01,Weighted,0.007738135318563724
Core inflation,2006-01-01,Unweighted,0.011166679759091564
Headline inflation,2006-01-01,Unweighted,0.014514874403430722
Core inflation,2006-01-01,Weighted,0.008202759180735536
Headline inflation,2006-01-01,Weighted,0.00772520368572962
Core inflation,2005-12-01,Unweighted,0.010657342415838062
Headline inflation,2005-12-01,Unweighted,0.01349259055926622
Core inflation,2005-12-01,Weighted,0.00700046608469057
Headline inflation,2005-12-01,Weighted,0.006819231126766439
Core inflation,2005-11-01,Unweighted,0.010860842266456231
Headline inflation,2005-11-01,Unweighted,0.01419265933316827
Core inflation,2005-11-01,Weighted,0.00705655292785533
Headline inflation,2005-11-01,Weighted,0.005981068657245349
Core inflation,2005-10-01,Unweighted,0.0105953068061189
Headline inflation,2005-10-01,Unweighted,0.014664672910738492
Core inflation,2005-10-01,Weighted,0.006750350076407449
Headline inflation,2005-10-01,Weighted,0.0061622698035896034
Core inflation,2005-09-01,Unweighted,0.010976529985670143
Headline inflation,2005-09-01,Unweighted,0.01389092850520951
Core inflation,2005-09-01,Weighted,0.006989080480002785
Headline inflation,2005-09-01,Weighted,0.006175856006661345
Core inflation,2005-08-01,Unweighted,0.011122641677890052
Headline inflation,2005-08-01,Unweighted,0.012188864633452602
Core inflation,2005-08-01,Weighted,0.007353556402426221
Headline inflation,2005-08-01,Weighted,0.005669881991876181
Core inflation,2005-07-01,Unweighted,0.011064880430775944
Headline inflation,2005-07-01,Unweighted,0.012503052258927564
Core inflation,2005-07-01,Weighted,0.007882564929225986
Headline inflation,2005-07-01,Weighted,0.006101575757714324
Core inflation,2005-06-01,Unweighted,0.010282714161461252
Headline inflation,2005-06-01,Unweighted,0.012178929172528828
Core inflation,2005-06-01,Weighted,0.007822275801345303
Headline inflation,2005-06-01,Weighted,0.006013972234150499
Core inflation,2005-05-01,Unweighted,0.009825316387031166
Headline inflation,2005-05-01,Unweighted,0.012014355448466858
Core inflation,2005-05-01,Weighted,0.007412118352459766
Headline inflation,2005-05-01,Weighted,0.006301081772728125
Core inflation,2005-04-01,Unweighted,0.010629650684957173
Headline inflation,2005-04-01,Unweighted,0.013353887665750137
Core inflation,2005-04-01,Weighted,0.007762169693832767
Headline inflation,2005-04-01,Weighted,0.007125709175208435
Core inflation,2005-03-01,Unweighted,0.009968899004826013
Headline inflation,2005-03-01,Unweighted,0.012106544554604819
Core inflation,2005-03-01,Weighted,0.0073680663889729115
Headline inflation,2005-03-01,Weighted,0.0057206220245921025
Core inflation,2005-02-01,Unweighted,0.011364302372827496
Headline inflation,2005-02-01,Unweighted,0.013612687580264772
Core inflation,2005-02-01,Weighted,0.007476824486926808
Headline inflation,2005-02-01,Weighted,0.006005659323530624
Core inflation,2005-01-01,Unweighted,0.01341483860271312
Headline inflation,2005-01-01,Unweighted,0.013900397570989794
Core inflation,2005-01-01,Weighted,0.008623803776122756
Headline inflation,2005-01-01,Weighted,0.006862020033404073
Core inflation,2004-12-01,Unweighted,0.012679344993874258
Headline inflation,2004-12-01,Unweighted,0.01591788137185414
