coicop,date,weighted_yes_no,values
Core inflation,2004-12-01,Weighted,0.005701866120751647
Headline inflation,2004-12-01,Weighted,0.006103516575425893
Core inflation,2004-11-01,Unweighted,0.013596729482915331
Headline inflation,2004-11-01,Unweighted,0.016029906261012323
Core inflation,2004-11-01,Weighted,0.005805196211483791
Headline inflation,2004-11-01,Weighted,0.006875508585329505
Core inflation,2004-10-01,Unweighted,0.013986459617486442
Headline inflation,2004-10-01,Unweighted,0.015738905867141367
Core inflation,2004-10-01,Weighted,0.00595797736936558
Headline inflation,2004-10-01,Weighted,0.0066100875303871315
Core inflation,2004-09-01,Unweighted,0.015571904524698183
Headline inflation,2004-09-01,Unweighted,0.017227502491808357
Core inflation,2004-09-01,Weighted,0.006353207769432582
Headline inflation,2004-09-01,Weighted,0.006491417176965075
Core inflation,2004-08-01,Unweighted,0.015032858746933771
Headline inflation,2004-08-01,Unweighted,0.017397746375532906
Core inflation,2004-08-01,Weighted,0.005451714839189033
Headline inflation,2004-08-01,Weighted,0.006549622331120511
Core inflation,2004-07-01,Unweighted,0.016225710591851635
Headline inflation,2004-07-01,Unweighted,0.018113312928980108
Core inflation,2004-07-01,Weighted,0.006356614211384274
Headline inflation,2004-07-01,Weighted,0.0075878395312613655
Core inflation,2004-06-01,Unweighted,0.016830423580371852
Headline inflation,2004-06-01,Unweighted,0.017845167413056116
Core inflation,2004-06-01,Weighted,0.006756205650940502
Headline inflation,2004-06-01,Weighted,0.007868490013982238
Core inflation,2004-05-01,Unweighted,0.016033763717460986
Headline inflation,2004-05-01,Unweighted,0.017871691817537942
Core inflation,2004-05-01,Weighted,0.005718656487562643
Headline inflation,2004-05-01,Weighted,0.0070288667810943055
Core inflation,2004-04-01,Unweighted,0.01675017674690723
Headline inflation,2004-04-01,Unweighted,0.018781569913642805
Core inflation,2004-04-01,Weighted,0.005793158968409848
Headline inflation,2004-04-01,Weighted,0.00708330404227765
Core inflation,2004-03-01,Unweighted,0.017058722109231983
Headline inflation,2004-03-01,Unweighted,0.019158342967573107
Core inflation,2004-03-01,Weighted,0.005695763588859359
Headline inflation,2004-03-01,Weighted,0.007751897859513233
Core inflation,2004-02-01,Unweighted,0.018427953594585877
Headline inflation,2004-02-01,Unweighted,0.018845912582112642
Core inflation,2004-02-01,Weighted,0.006107355970162158
Headline inflation,2004-02-01,Weighted,0.008414753906005374
Core inflation,2004-01-01,Unweighted,0.017570609431362183
Headline inflation,2004-01-01,Unweighted,0.018368379580710234
Core inflation,2004-01-01,Weighted,0.005925649809951538
Headline inflation,2004-01-01,Weighted,0.007599507403448559
Core inflation,2003-12-01,Unweighted,0.017492479587104374
Headline inflation,2003-12-01,Unweighted,0.020176262759673023
Core inflation,2003-12-01,Weighted,0.008769104151571696
Headline inflation,2003-12-01,Weighted,0.008717778541185273
Core inflation,2003-11-01,Unweighted,0.017866390086887785
Headline inflation,2003-11-01,Unweighted,0.020536232422361782
Core inflation,2003-11-01,Weighted,0.008623126424754837
Headline inflation,2003-11-01,Weighted,0.008546485776035314
Core inflation,2003-10-01,Unweighted,0.017738153941804596
Headline inflation,2003-10-01,Unweighted,0.020492617412645284
Core inflation,2003-10-01,Weighted,0.008854797794514917
Headline inflation,2003-10-01,Weighted,0.008932723345653471
Core inflation,2003-09-01,Unweighted,0.017214666329676716
Headline inflation,2003-09-01,Unweighted,0.019801315745756845
Core inflation,2003-09-01,Weighted,0.009061177137772151
Headline inflation,2003-09-01,Weighted,0.009603641565000896
Core inflation,2003-08-01,Unweighted,0.016551673472396743
Headline inflation,2003-08-01,Unweighted,0.020113559186725125
Core inflation,2003-08-01,Weighted,0.009738681081300694
Headline inflation,2003-08-01,Weighted,0.009655227445773282
Core inflation,2003-07-01,Unweighted,0.01795454787717263
Headline inflation,2003-07-01,Unweighted,0.020155905494811922
Core inflation,2003-07-01,Weighted,0.01128848814846031
Headline inflation,2003-07-01,Weighted,0.010067491047666023
Core inflation,2003-06-01,Unweighted,0.01830616807181897
Headline inflation,2003-06-01,Unweighted,0.01966261480710619
Core inflation,2003-06-01,Weighted,0.01076781908444501
Headline inflation,2003-06-01,Weighted,0.009692720534974343
Core inflation,2003-05-01,Unweighted,0.0180929617022171
Headline inflation,2003-05-01,Unweighted,0.01925309271123391
Core inflation,2003-05-01,Weighted,0.011228728515032043
Headline inflation,2003-05-01,Weighted,0.010918807560167963
Core inflation,2003-04-01,Unweighted,0.017777203024334876
Headline inflation,2003-04-01,Unweighted,0.01919457160103784
Core inflation,2003-04-01,Weighted,0.010631466025994515
Headline inflation,2003-04-01,Weighted,0.010335200009752167
Core inflation,2003-03-01,Unweighted,0.017751130431016143
Headline inflation,2003-03-01,Unweighted,0.0204509039820789
Core inflation,2003-03-01,Weighted,0.011056695351406111
Headline inflation,2003-03-01,Weighted,0.010686429024402016
Core inflation,2003-02-01,Unweighted,0.017605247423484433
Headline inflation,2003-02-01,Unweighted,0.020077481494398017
Core inflation,2003-02-01,Weighted,0.011124899004152781
Headline inflation,2003-02-01,Weighted,0.010893472873263192
Core inflation,2003-01-01,Unweighted,0.017902954769358166
Headline inflation,2003-01-01,Unweighted,0.02052879877020008
Core inflation,2003-01-01,Weighted,0.011161994274005708
Headline inflation,2003-01-01,Weighted,0.010993365580826614
Core inflation,2002-12-01,Unweighted,0.01685628104079651
Headline inflation,2002-12-01,Unweighted,0.016043034231978098
Core inflation,2002-12-01,Weighted,0.011651761553622521
Headline inflation,2002-12-01,Weighted,0.010768150907509072
Core inflation,2002-11-01,Unweighted,0.015822701878530167
Headline inflation,2002-11-01,Unweighted,0.015466772534422912
Core inflation,2002-11-01,Weighted,0.010653837159030823
Headline inflation,2002-11-01,Weighted,0.01074031828084484
Core inflation,2002-10-01,Unweighted,0.01711532092969091
Headline inflation,2002-10-01,Unweighted,0.01619129070632858
Core inflation,2002-10-01,Weighted,0.010586223260721644
Headline inflation,2002-10-01,Weighted,0.01078018281043189
Core inflation,2002-09-01,Unweighted,0.017907584397326412
Headline inflation,2002-09-01,Unweighted,0.01725932242373135
Core inflation,2002-09-01,Weighted,0.010565852054204421
Headline inflation,2002-09-01,Weighted,0.01050664246261567
Core inflation,2002-08-01,Unweighted,0.01913463379650407
Headline inflation,2002-08-01,Unweighted,0.017811513130556875
Core inflation,2002-08-01,Weighted,0.010656142436121067
Headline inflation,2002-08-01,Weighted,0.01047337672128258
Core inflation,2002-07-01,Unweighted,0.0177357058827072
Headline inflation,2002-07-01,Unweighted,0.015958828607586326
Core inflation,2002-07-01,Weighted,0.009901890724227763
Headline inflation,2002-07-01,Weighted,0.009958951996868099
Core inflation,2002-06-01,Unweighted,0.017272658650077738
Headline inflation,2002-06-01,Unweighted,0.01643319810627256
Core inflation,2002-06-01,Weighted,0.010333953095534787
Headline inflation,2002-06-01,Weighted,0.01073671016813126
Core inflation,2002-05-01,Unweighted,0.017549553900463203
Headline inflation,2002-05-01,Unweighted,0.016433198106272556
Core inflation,2002-05-01,Weighted,0.010129860675544833
Headline inflation,2002-05-01,Weighted,0.010615524061362434
Core inflation,2002-04-01,Unweighted,0.016375446960553312
Headline inflation,2002-04-01,Unweighted,0.016541097144290102
Core inflation,2002-04-01,Weighted,0.010828430539252764
Headline inflation,2002-04-01,Weighted,0.009706534029848505
Core inflation,2002-03-01,Unweighted,0.015569876448821905
Headline inflation,2002-03-01,Unweighted,0.014451734552604657
Core inflation,2002-03-01,Weighted,0.00937997291531274
Headline inflation,2002-03-01,Weighted,0.008049514052108473
Core inflation,2002-02-01,Unweighted,0.014733688572362605
Headline inflation,2002-02-01,Unweighted,0.014502631340190432
Core inflation,2002-02-01,Weighted,0.009464167837270174
Headline inflation,2002-02-01,Weighted,0.00822193544548577
Core inflation,2002-01-01,Unweighted,0.018045264723671094
Headline inflation,2002-01-01,Unweighted,0.016652090116954024
Core inflation,2002-01-01,Weighted,0.010493590132308045
Headline inflation,2002-01-01,Weighted,0.009218118964156011
Core inflation,2001-12-01,Unweighted,0.01757532660473648
Headline inflation,2001-12-01,Unweighted,0.016921723814142142
Core inflation,2001-12-01,Weighted,0.011019974727325417
Headline inflation,2001-12-01,Weighted,0.010332502169221982
Core inflation,2001-11-01,Unweighted,0.01597953654632368
Headline inflation,2001-11-01,Unweighted,0.016702977988496858
Core inflation,2001-11-01,Weighted,0.010394258377348104
Headline inflation,2001-11-01,Weighted,0.009962603578280025
Core inflation,2001-10-01,Unweighted,0.014895715925767933
Headline inflation,2001-10-01,Unweighted,0.017291312086831656
Core inflation,2001-10-01,Weighted,0.010464500900668122
Headline inflation,2001-10-01,Weighted,0.00953927914021363
Core inflation,2001-09-01,Unweighted,0.015301384020446533
Headline inflation,2001-09-01,Unweighted,0.018769796566769036
Core inflation,2001-09-01,Weighted,0.010117807835329805
Headline inflation,2001-09-01,Weighted,0.010334863956768124
Core inflation,2001-08-01,Unweighted,0.01583299793246408
Headline inflation,2001-08-01,Unweighted,0.019246599152769002
Core inflation,2001-08-01,Weighted,0.009964971062357931
Headline inflation,2001-08-01,Weighted,0.009482319386312825
Core inflation,2001-07-01,Unweighted,0.017568144634034433
Headline inflation,2001-07-01,Unweighted,0.02081061217137469
Core inflation,2001-07-01,Weighted,0.010268522557376217
Headline inflation,2001-07-01,Weighted,0.009661003230691075
Core inflation,2001-06-01,Unweighted,0.01565740756845481
Headline inflation,2001-06-01,Unweighted,0.01997702627888767
Core inflation,2001-06-01,Weighted,0.010236326872752562
Headline inflation,2001-06-01,Weighted,0.009521551025638304
Core inflation,2001-05-01,Unweighted,0.015042097788618213
Headline inflation,2001-05-01,Unweighted,0.02100275671129112
Core inflation,2001-05-01,Weighted,0.009675767013431941
Headline inflation,2001-05-01,Weighted,0.009219390230341665
Core inflation,2001-04-01,Unweighted,0.016867999637322318
Headline inflation,2001-04-01,Unweighted,0.02090051623638441
Core inflation,2001-04-01,Weighted,0.011119273973965949
Headline inflation,2001-04-01,Weighted,0.010142636459024839
Core inflation,2001-03-01,Unweighted,0.01735634313612241
Headline inflation,2001-03-01,Unweighted,0.021029052585211226
Core inflation,2001-03-01,Weighted,0.010498756802791366
Headline inflation,2001-03-01,Weighted,0.010555305744660515
Core inflation,2001-02-01,Unweighted,0.01848290147836166
Headline inflation,2001-02-01,Unweighted,0.021975824037001736
Core inflation,2001-02-01,Weighted,0.011129102999863858
Headline inflation,2001-02-01,Weighted,0.010802814287218129
Core inflation,2001-01-01,Unweighted,0.016870396975698202
Headline inflation,2001-01-01,Unweighted,0.021988693266743874
Core inflation,2001-01-01,Weighted,0.011681852809601363
Headline inflation,2001-01-01,Weighted,0.011242170857226955
Core inflation,2000-12-01,Unweighted,0.014993626096758975
Headline inflation,2000-12-01,Unweighted,0.021107431966265494
Core inflation,2000-12-01,Weighted,0.0075790795725712715
Headline inflation,2000-12-01,Weighted,0.008820082939746501
Core inflation,2000-11-01,Unweighted,0.018826990082207926
Headline inflation,2000-11-01,Unweighted,0.022613165704029475
Core inflation,2000-11-01,Weighted,0.008860526289495817
Headline inflation,2000-11-01,Weighted,0.01130901183487435
Core inflation,2000-10-01,Unweighted,0.01798641462635372
Headline inflation,2000-10-01,Unweighted,0.02091958286793551
Core inflation,2000-10-01,Weighted,0.00784231559426898
Headline inflation,2000-10-01,Weighted,0.010768619092291735
Core inflation,2000-09-01,Unweighted,0.01940103090044444
Headline inflation,2000-09-01,Unweighted,0.021113976413740736
Core inflation,2000-09-01,Weighted,0.007905420266896513
Headline inflation,2000-09-01,Weighted,0.010157604758575372
Core inflation,2000-08-01,Unweighted,0.020944636014449566
Headline inflation,2000-08-01,Unweighted,0.02083083493791179
Core inflation,2000-08-01,Weighted,0.00851217382188948
Headline inflation,2000-08-01,Weighted,0.011411646459855998
Core inflation,2000-07-01,Unweighted,0.023234074593626967
Headline inflation,2000-07-01,Unweighted,0.022035557389675543
Core inflation,2000-07-01,Weighted,0.007257564574069716
Headline inflation,2000-07-01,Weighted,0.010576911950992581
Core inflation,2000-06-01,Unweighted,0.0278529870730033
Headline inflation,2000-06-01,Unweighted,0.03325040561683738
Core inflation,2000-06-01,Weighted,0.009146747529119583
Headline inflation,2000-06-01,Weighted,0.01254915306140814
Core inflation,2000-05-01,Unweighted,0.029314577336957193
Headline inflation,2000-05-01,Unweighted,0.035189113148963086
Core inflation,2000-05-01,Weighted,0.009729026879899471
Headline inflation,2000-05-01,Weighted,0.013605670486702465
Core inflation,2000-04-01,Unweighted,0.030352741044078525
Headline inflation,2000-04-01,Unweighted,0.03517938989926077
Core inflation,2000-04-01,Weighted,0.009736041452788398
Headline inflation,2000-04-01,Weighted,0.012921610857788833
Core inflation,2000-03-01,Unweighted,0.031026870075253586
Headline inflation,2000-03-01,Unweighted,0.035479386157390935
Core inflation,2000-03-01,Weighted,0.010188243137933761
Headline inflation,2000-03-01,Weighted,0.01236275774671754
Core inflation,2000-02-01,Unweighted,0.031461440243927524
Headline inflation,2000-02-01,Unweighted,0.03490830092806309
Core inflation,2000-02-01,Weighted,0.010057259976109253
Headline inflation,2000-02-01,Weighted,0.011712648630122538
Core inflation,2000-01-01,Unweighted,0.029280255007997004
Headline inflation,2000-01-01,Unweighted,0.029284269173954665
Core inflation,2000-01-01,Weighted,0.009162697977217568
Headline inflation,2000-01-01,Weighted,0.010079605789572638
