coicop,date,variable,values
Inflation globale,2018-10-01,Inflation sur 1 an,0.0049676985078788375
Inflation globale,2018-10-01,Inflation sur 3 ans,0.003875725863705793
Inflation globale,2018-11-01,Inflation sur 1 an,0.004088645648296013
Inflation globale,2018-11-01,Inflation sur 3 ans,0.0037244516252155076
Inflation globale,2018-12-01,Inflation sur 1 an,0.0037903937980570224
Inflation globale,2018-12-01,Inflation sur 3 ans,0.0036844428864717493
Inflation globale,2019-01-01,Inflation sur 1 an,0.004064641877203974
Inflation globale,2019-01-01,Inflation sur 3 ans,0.0035560473428929338
Inflation globale,2019-02-01,Inflation sur 1 an,0.004071759226503602
Inflation globale,2019-02-01,Inflation sur 3 ans,0.0035744661115605274
Inflation globale,2019-03-01,Inflation sur 1 an,0.0044783672395716755
Inflation globale,2019-03-01,Inflation sur 3 ans,0.0029527453815581216
Inflation globale,2019-04-01,Inflation sur 1 an,0.005259723381642804
Inflation globale,2019-04-01,Inflation sur 3 ans,0.0031987199238560663
Inflation globale,2019-05-01,Inflation sur 1 an,0.004432500997171985
Inflation globale,2019-05-01,Inflation sur 3 ans,0.003259856048811543
Inflation globale,2019-06-01,Inflation sur 1 an,0.0055057356261963555
Inflation globale,2019-06-01,Inflation sur 3 ans,0.0034784443055113717
Inflation globale,2019-07-01,Inflation sur 1 an,0.006272269614158793
Inflation globale,2019-07-01,Inflation sur 3 ans,0.0036093277281868167
Inflation globale,2019-08-01,Inflation sur 1 an,0.006668753697402637
Inflation globale,2019-08-01,Inflation sur 3 ans,0.0037483465357925527
Inflation globale,2019-09-01,Inflation sur 1 an,0.006463881048642918
Inflation globale,2019-09-01,Inflation sur 3 ans,0.0036770749261549607
Inflation globale,2019-10-01,Inflation sur 1 an,0.006514541607193155
Inflation globale,2019-10-01,Inflation sur 3 ans,0.003744608919033779
Inflation globale,2019-11-01,Inflation sur 1 an,0.006012494711696659
Inflation globale,2019-11-01,Inflation sur 3 ans,0.0036956036714555934
Inflation globale,2019-12-01,Inflation sur 1 an,0.006057103082524142
Inflation globale,2019-12-01,Inflation sur 3 ans,0.003835814784860536
Inflation globale,2020-01-01,Inflation sur 1 an,0.0054212635558509685
Inflation globale,2020-01-01,Inflation sur 3 ans,0.004095318203253272
Inflation globale,2020-02-01,Inflation sur 1 an,0.006302840832174479
Inflation globale,2020-02-01,Inflation sur 3 ans,0.004322900929824544
Inflation globale,2020-03-01,Inflation sur 1 an,0.005479590272439547
Inflation globale,2020-03-01,Inflation sur 3 ans,0.003870371141611991
Inflation globale,2020-04-01,Inflation sur 1 an,0.005981876743485272
Inflation globale,2020-04-01,Inflation sur 3 ans,0.0043231879417891216
Inflation globale,2020-05-01,Inflation sur 1 an,0.005981722313753864
Inflation globale,2020-05-01,Inflation sur 3 ans,0.004487487539067511
Inflation globale,2020-06-01,Inflation sur 1 an,0.00711684352479113
Inflation globale,2020-06-01,Inflation sur 3 ans,0.004751413690670502
Inflation globale,2020-07-01,Inflation sur 1 an,0.008216439486844515
Inflation globale,2020-07-01,Inflation sur 3 ans,0.0047695632344756855
Inflation globale,2020-08-01,Inflation sur 1 an,0.005930462758372447
Inflation globale,2020-08-01,Inflation sur 3 ans,0.004633867923250508
Inflation globale,2020-09-01,Inflation sur 1 an,0.0066053302030682996
Inflation globale,2020-09-01,Inflation sur 3 ans,0.004868659293802693
Inflation globale,2020-10-01,Inflation sur 1 an,0.006543376685223523
Inflation globale,2020-10-01,Inflation sur 3 ans,0.004742650591936429
Inflation globale,2020-11-01,Inflation sur 1 an,0.006146179249229965
Inflation globale,2020-11-01,Inflation sur 3 ans,0.004219330317997975
Inflation globale,2020-12-01,Inflation sur 1 an,0.005961460603882353
Inflation globale,2020-12-01,Inflation sur 3 ans,0.004366451444648264
Inflation globale,2021-01-01,Inflation sur 1 an,0.0070561295833170765
Inflation globale,2021-01-01,Inflation sur 3 ans,0.004605747501564127
Inflation globale,2021-02-01,Inflation sur 1 an,0.0074418485281265885
Inflation globale,2021-02-01,Inflation sur 3 ans,0.004902373742184394
Inflation globale,2021-03-01,Inflation sur 1 an,0.007494689628285423
Inflation globale,2021-03-01,Inflation sur 3 ans,0.004868950166468638
Inflation globale,2021-04-01,Inflation sur 1 an,0.006309816357900404
Inflation globale,2021-04-01,Inflation sur 3 ans,0.004749228888397703
Inflation globale,2021-05-01,Inflation sur 1 an,0.0072347870520232385
Inflation globale,2021-05-01,Inflation sur 3 ans,0.004665766972211427
Inflation globale,2021-06-01,Inflation sur 1 an,0.005932074993604198
Inflation globale,2021-06-01,Inflation sur 3 ans,0.005002632567180989
Inflation globale,2021-07-01,Inflation sur 1 an,0.00902117492314897
Inflation globale,2021-07-01,Inflation sur 3 ans,0.004744436678595989
Inflation globale,2021-08-01,Inflation sur 1 an,0.007029165656119385
Inflation globale,2021-08-01,Inflation sur 3 ans,0.004589800648818798
Inflation globale,2021-09-01,Inflation sur 1 an,0.007663641581706588
Inflation globale,2021-09-01,Inflation sur 3 ans,0.0049817412811984565
Inflation globale,2021-10-01,Inflation sur 1 an,0.009750100916463902
Inflation globale,2021-10-01,Inflation sur 3 ans,0.0050244460153479435
Inflation globale,2021-11-01,Inflation sur 1 an,0.012761800130775498
Inflation globale,2021-11-01,Inflation sur 3 ans,0.005350997965060206
Inflation globale,2021-12-01,Inflation sur 1 an,0.013428935930286448
Inflation globale,2021-12-01,Inflation sur 3 ans,0.0056346954436741125
Inflation globale,2022-01-01,Inflation sur 1 an,0.014732209215360823
Inflation globale,2022-01-01,Inflation sur 3 ans,0.005956595184077854
Inflation globale,2022-02-01,Inflation sur 1 an,0.015163599980191823
Inflation globale,2022-02-01,Inflation sur 3 ans,0.005374167560801296
Inflation globale,2022-03-01,Inflation sur 1 an,0.019180652782661983
Inflation globale,2022-03-01,Inflation sur 3 ans,0.007703580243237785
Inflation globale,2022-04-01,Inflation sur 1 an,0.018171335791309532
Inflation globale,2022-04-01,Inflation sur 3 ans,0.007145707227852954
Inflation globale,2022-05-01,Inflation sur 1 an,0.01786273073600816
Inflation globale,2022-05-01,Inflation sur 3 ans,0.007011892752483659
Inflation globale,2022-06-01,Inflation sur 1 an,0.01862446483867284
Inflation globale,2022-06-01,Inflation sur 3 ans,0.006918230534354237
Inflation globale,2022-07-01,Inflation sur 1 an,0.020192517106871304
Inflation globale,2022-07-01,Inflation sur 3 ans,0.007355176107349528
Inflation globale,2022-08-01,Inflation sur 1 an,0.02246674733803899
Inflation globale,2022-08-01,Inflation sur 3 ans,0.00817082975852928
Inflation globale,2022-09-01,Inflation sur 1 an,0.028915223193113366
Inflation globale,2022-09-01,Inflation sur 3 ans,0.011081689255759114
Inflation globale,2022-10-01,Inflation sur 1 an,0.029641210175586814
Inflation globale,2022-10-01,Inflation sur 3 ans,0.011108724871909215
Inflation globale,2022-11-01,Inflation sur 1 an,0.025499420698890423
Inflation globale,2022-11-01,Inflation sur 3 ans,0.01044477038116256
Inflation globale,2022-12-01,Inflation sur 1 an,0.025374257000113913
Inflation globale,2022-12-01,Inflation sur 3 ans,0.010278897247602049
Inflation globale,2023-01-01,Inflation sur 1 an,0.02117244794642082
Inflation globale,2023-01-01,Inflation sur 3 ans,0.009906078875159695
Inflation globale,2023-02-01,Inflation sur 1 an,0.019651791437442282
Inflation globale,2023-02-01,Inflation sur 3 ans,0.009270031028155833
Inflation globale,2023-03-01,Inflation sur 1 an,0.021323267262518587
Inflation globale,2023-03-01,Inflation sur 3 ans,0.008962388670896455
Inflation globale,2023-04-01,Inflation sur 1 an,0.01933321775041502
Inflation globale,2023-04-01,Inflation sur 3 ans,0.008913619281780506
Inflation globale,2023-05-01,Inflation sur 1 an,0.01831748988017988
Inflation globale,2023-05-01,Inflation sur 3 ans,0.009314113654620444
Inflation globale,2023-06-01,Inflation sur 1 an,0.019950156671135533
Inflation globale,2023-06-01,Inflation sur 3 ans,0.008876235596025479
Inflation globale,2023-07-01,Inflation sur 1 an,0.016709618819280597
Inflation globale,2023-07-01,Inflation sur 3 ans,0.009347766102716926
Inflation globale,2023-08-01,Inflation sur 1 an,0.01570097269520374
Inflation globale,2023-08-01,Inflation sur 3 ans,0.008592124420532674
Inflation globale,2023-09-01,Inflation sur 1 an,0.017305158136312587
Inflation globale,2023-09-01,Inflation sur 3 ans,0.008802722910377241
Inflation globale,2023-10-01,Inflation sur 1 an,0.017406792288730346
Inflation globale,2023-10-01,Inflation sur 3 ans,0.00860784880375116
Inflation globale,2023-11-01,Inflation sur 1 an,0.01439597422064109
Inflation globale,2023-11-01,Inflation sur 3 ans,0.009366782920365411
Inflation globale,2023-12-01,Inflation sur 1 an,0.015655491907832286
Inflation globale,2023-12-01,Inflation sur 3 ans,0.009108634762414466
Inflation globale,2024-01-01,Inflation sur 1 an,0.010218732061356667
Inflation globale,2024-01-01,Inflation sur 3 ans,0.008849746307829967
Inflation globale,2024-02-01,Inflation sur 1 an,0.009248453870848824
Inflation globale,2024-02-01,Inflation sur 3 ans,0.008098026210818865
Inflation globale,2024-03-01,Inflation sur 1 an,0.008333679715719322
Inflation globale,2024-03-01,Inflation sur 3 ans,0.008389734218763274
Inflation globale,2024-04-01,Inflation sur 1 an,0.009553787719337785
Inflation globale,2024-04-01,Inflation sur 3 ans,0.008389664084162429
Inflation globale,2024-05-01,Inflation sur 1 an,0.010493680780891208
Inflation globale,2024-05-01,Inflation sur 3 ans,0.008332602053919157
Inflation globale,2024-06-01,Inflation sur 1 an,0.010308461801170609
Inflation globale,2024-06-01,Inflation sur 3 ans,0.008138606146820292
Inflation globale,2024-07-01,Inflation sur 1 an,0.008189222242097534
Inflation globale,2024-07-01,Inflation sur 3 ans,0.007904425120327335
Inflation globale,2024-08-01,Inflation sur 1 an,0.007209479520598586
Inflation globale,2024-08-01,Inflation sur 3 ans,0.007910066751880265
Inflation globale,2024-09-01,Inflation sur 1 an,0.008645048071008514
Inflation globale,2024-09-01,Inflation sur 3 ans,0.008238341122128363
Inflation globale,2024-10-01,Inflation sur 1 an,0.008895867845765206
Inflation globale,2024-10-01,Inflation sur 3 ans,0.008353046790706118
Inflation globale,2024-11-01,Inflation sur 1 an,0.008300537174949631
Inflation globale,2024-11-01,Inflation sur 3 ans,0.007793462501518479
Inflation globale,2024-12-01,Inflation sur 1 an,0.008602403621854323
Inflation globale,2024-12-01,Inflation sur 3 ans,0.007999751778824685
Inflation globale,2025-01-01,Inflation sur 1 an,0.00733845202471324
Inflation globale,2025-01-01,Inflation sur 3 ans,0.007548546377513846
Inflation globale,2025-02-01,Inflation sur 1 an,0.00960957762475472
Inflation globale,2025-02-01,Inflation sur 3 ans,0.007678029566451025
Inflation globale,2025-03-01,Inflation sur 1 an,0.008081249072740698
Inflation globale,2025-03-01,Inflation sur 3 ans,0.0076063275127452356
Inflation globale,2025-04-01,Inflation sur 1 an,0.008392245230827088
Inflation globale,2025-04-01,Inflation sur 3 ans,0.006297949413686547
Inflation globale,2025-05-01,Inflation sur 1 an,0.008226157054455596
Inflation globale,2025-05-01,Inflation sur 3 ans,0.00613216866654629
Inflation globale,2025-06-01,Inflation sur 1 an,0.007718135513131706
Inflation globale,2025-06-01,Inflation sur 3 ans,0.006666623732731908
Inflation sous-jacente,2001-01-01,Inflation sur 1 an,0.011428646688390795
Inflation sous-jacente,2001-02-01,Inflation sur 1 an,0.011068790771006115
Inflation sous-jacente,2001-03-01,Inflation sur 1 an,0.010468180717438661
Inflation sous-jacente,2001-04-01,Inflation sur 1 an,0.010997338107877227
Inflation sous-jacente,2001-05-01,Inflation sur 1 an,0.009815209177752632
Inflation sous-jacente,2001-06-01,Inflation sur 1 an,0.010213785973335191
Inflation sous-jacente,2001-07-01,Inflation sur 1 an,0.010268609368157086
Inflation sous-jacente,2001-08-01,Inflation sur 1 an,0.009868443458246947
Inflation sous-jacente,2001-09-01,Inflation sur 1 an,0.010065218751312782
Inflation sous-jacente,2001-10-01,Inflation sur 1 an,0.010362842778920111
Inflation sous-jacente,2001-11-01,Inflation sur 1 an,0.010387985982792858
Inflation sous-jacente,2001-12-01,Inflation sur 1 an,0.010839833965610557
Inflation sous-jacente,2002-01-01,Inflation sur 1 an,0.010441174516116623
Inflation sous-jacente,2002-02-01,Inflation sur 1 an,0.009692840965501732
Inflation sous-jacente,2002-03-01,Inflation sur 1 an,0.009494144859868842
Inflation sous-jacente,2002-04-01,Inflation sur 1 an,0.010833617042335446
Inflation sous-jacente,2002-05-01,Inflation sur 1 an,0.010135312368584275
Inflation sous-jacente,2002-06-01,Inflation sur 1 an,0.010228314617114185
Inflation sous-jacente,2002-07-01,Inflation sur 1 an,0.009943695953221459
Inflation sous-jacente,2002-08-01,Inflation sur 1 an,0.010746684391634278
Inflation sous-jacente,2002-09-01,Inflation sur 1 an,0.0104956937224009
Inflation sous-jacente,2002-10-01,Inflation sur 1 an,0.010643130962653439
Inflation sous-jacente,2002-11-01,Inflation sur 1 an,0.010697942386072629
Inflation sous-jacente,2002-12-01,Inflation sur 1 an,0.011419043368560576
Inflation sous-jacente,2003-01-01,Inflation sur 1 an,0.011153762614861088
Inflation sous-jacente,2003-01-01,Inflation sur 3 ans,0.010290406599766192
Inflation sous-jacente,2003-02-01,Inflation sur 1 an,0.011174185347865268
Inflation sous-jacente,2003-02-01,Inflation sur 3 ans,0.009401827056516234
Inflation sous-jacente,2003-03-01,Inflation sur 1 an,0.011121422501748374
Inflation sous-jacente,2003-03-01,Inflation sur 3 ans,0.009527777237644487
Inflation sous-jacente,2003-04-01,Inflation sur 1 an,0.010476340909207515
Inflation sous-jacente,2003-04-01,Inflation sur 3 ans,0.009786208292000371
Inflation sous-jacente,2003-05-01,Inflation sur 1 an,0.011373464408674348
Inflation sous-jacente,2003-05-01,Inflation sur 3 ans,0.009386551553354506
Inflation sous-jacente,2003-06-01,Inflation sur 1 an,0.010818140304353397
Inflation sous-jacente,2003-06-01,Inflation sur 3 ans,0.009151026817575165
Inflation sous-jacente,2003-07-01,Inflation sur 1 an,0.011124223437781635
Inflation sous-jacente,2003-07-01,Inflation sur 3 ans,0.009181669147711404
Inflation sous-jacente,2003-08-01,Inflation sur 1 an,0.00976220714182879
Inflation sous-jacente,2003-08-01,Inflation sur 3 ans,0.008614377104593202
Inflation sous-jacente,2003-09-01,Inflation sur 1 an,0.009000177511748675
Inflation sous-jacente,2003-09-01,Inflation sur 3 ans,0.00866741980966588
Inflation sous-jacente,2003-10-01,Inflation sur 1 an,0.008920996369169654
Inflation sous-jacente,2003-10-01,Inflation sur 3 ans,0.008693378093386817
Inflation sous-jacente,2003-11-01,Inflation sur 1 an,0.008613634996250577
Inflation sous-jacente,2003-11-01,Inflation sur 3 ans,0.008577849477053258
Inflation sous-jacente,2003-12-01,Inflation sur 1 an,0.008831627313002825
Inflation sous-jacente,2003-12-01,Inflation sur 3 ans,0.009552280876840668
Inflation sous-jacente,2004-01-01,Inflation sur 1 an,0.005950375425054842
Inflation sous-jacente,2004-01-01,Inflation sur 3 ans,0.00846581037803544
Inflation sous-jacente,2004-02-01,Inflation sur 1 an,0.006144995799385426
Inflation sous-jacente,2004-02-01,Inflation sur 3 ans,0.008284854935885568
Inflation sous-jacente,2004-03-01,Inflation sur 1 an,0.005764844465301109
Inflation sous-jacente,2004-03-01,Inflation sur 3 ans,0.008004416063711276
Inflation sous-jacente,2004-04-01,Inflation sur 1 an,0.005760223312127753
Inflation sous-jacente,2004-04-01,Inflation sur 3 ans,0.008261242285949195
Inflation sous-jacente,2004-05-01,Inflation sur 1 an,0.005643368383377919
Inflation sous-jacente,2004-05-01,Inflation sur 3 ans,0.008238183741472421
Inflation sous-jacente,2004-06-01,Inflation sur 1 an,0.006689903222059966
Inflation sous-jacente,2004-06-01,Inflation sur 3 ans,0.008483727481950804
Inflation sous-jacente,2004-07-01,Inflation sur 1 an,0.006355641688195249
Inflation sous-jacente,2004-07-01,Inflation sur 3 ans,0.008341013832365872
Inflation sous-jacente,2004-08-01,Inflation sur 1 an,0.005501401036560458
Inflation sous-jacente,2004-08-01,Inflation sur 3 ans,0.007969693040452667
Inflation sous-jacente,2004-09-01,Inflation sur 1 an,0.006336498218495805
Inflation sous-jacente,2004-09-01,Inflation sur 3 ans,0.00803261563065917
Inflation sous-jacente,2004-10-01,Inflation sur 1 an,0.005936990187063042
Inflation sous-jacente,2004-10-01,Inflation sur 3 ans,0.007913818190093357
Inflation sous-jacente,2004-11-01,Inflation sur 1 an,0.005736320851198916
Inflation sous-jacente,2004-11-01,Inflation sur 3 ans,0.00781470662870178
Inflation sous-jacente,2004-12-01,Inflation sur 1 an,0.00571776215430423
Inflation sous-jacente,2004-12-01,Inflation sur 3 ans,0.008003540457106642
Inflation sous-jacente,2005-01-01,Inflation sur 1 an,0.008654582222879454
Inflation sous-jacente,2005-01-01,Inflation sur 3 ans,0.007816577096815295
Inflation sous-jacente,2005-02-01,Inflation sur 1 an,0.0075520112814101556
Inflation sous-jacente,2005-02-01,Inflation sur 3 ans,0.007682115946133331
Inflation sous-jacente,2005-03-01,Inflation sur 1 an,0.007343991226968751
Inflation sous-jacente,2005-03-01,Inflation sur 3 ans,0.007524049782278049
Inflation sous-jacente,2005-04-01,Inflation sur 1 an,0.007985917092805548
Inflation sous-jacente,2005-04-01,Inflation sur 3 ans,0.007563843795884064
Inflation sous-jacente,2005-05-01,Inflation sur 1 an,0.007278359919422534
Inflation sous-jacente,2005-05-01,Inflation sur 3 ans,0.007419553198725956
Inflation sous-jacente,2005-06-01,Inflation sur 1 an,0.008036390048097884
Inflation sous-jacente,2005-06-01,Inflation sur 3 ans,0.007702083613876597
Inflation sous-jacente,2005-07-01,Inflation sur 1 an,0.007911262025895597
Inflation sous-jacente,2005-07-01,Inflation sur 3 ans,0.007855460784380139
Inflation sous-jacente,2005-08-01,Inflation sur 1 an,0.007551323396564594
Inflation sous-jacente,2005-08-01,Inflation sur 3 ans,0.007102799839508257
Inflation sous-jacente,2005-09-01,Inflation sur 1 an,0.007099218544873421
Inflation sous-jacente,2005-09-01,Inflation sur 3 ans,0.007084638036091654
Inflation sous-jacente,2005-10-01,Inflation sur 1 an,0.006819765292548631
Inflation sous-jacente,2005-10-01,Inflation sur 3 ans,0.0067939438120723315
Inflation sous-jacente,2005-11-01,Inflation sur 1 an,0.00714245808431239
Inflation sous-jacente,2005-11-01,Inflation sur 3 ans,0.006721738287559657
Inflation sous-jacente,2005-12-01,Inflation sur 1 an,0.007100084601779009
Inflation sous-jacente,2005-12-01,Inflation sur 3 ans,0.006717891049223119
Inflation sous-jacente,2006-01-01,Inflation sur 1 an,0.008053179706927371
Inflation sous-jacente,2006-01-01,Inflation sur 3 ans,0.006804073390701786
Inflation sous-jacente,2006-02-01,Inflation sur 1 an,0.007588832631451789
Inflation sous-jacente,2006-02-01,Inflation sur 3 ans,0.00643522491355693
Inflation sous-jacente,2006-03-01,Inflation sur 1 an,0.00829376194573717
Inflation sous-jacente,2006-03-01,Inflation sur 3 ans,0.006623460237509586
Inflation sous-jacente,2006-04-01,Inflation sur 1 an,0.007893504777184786
Inflation sous-jacente,2006-04-01,Inflation sur 3 ans,0.006621986794930186
Inflation sous-jacente,2006-05-01,Inflation sur 1 an,0.008109089635868118
Inflation sous-jacente,2006-05-01,Inflation sur 3 ans,0.006433925552074163
Inflation sous-jacente,2006-06-01,Inflation sur 1 an,0.00738222843719912
Inflation sous-jacente,2006-06-01,Inflation sur 3 ans,0.00651089162447401
Inflation sous-jacente,2006-07-01,Inflation sur 1 an,0.007185446392770911
Inflation sous-jacente,2006-07-01,Inflation sur 3 ans,0.00653385772990898
Inflation sous-jacente,2006-08-01,Inflation sur 1 an,0.007274644429837501
Inflation sous-jacente,2006-08-01,Inflation sur 3 ans,0.006226866718684157
Inflation sous-jacente,2006-09-01,Inflation sur 1 an,0.0071385457721694105
Inflation sous-jacente,2006-09-01,Inflation sur 3 ans,0.006514810982223685
Inflation sous-jacente,2006-10-01,Inflation sur 1 an,0.006823124963451105
Inflation sous-jacente,2006-10-01,Inflation sur 3 ans,0.006191175481814547
Inflation sous-jacente,2006-11-01,Inflation sur 1 an,0.00662719361208788
Inflation sous-jacente,2006-11-01,Inflation sur 3 ans,0.006181452417032188
Inflation sous-jacente,2006-12-01,Inflation sur 1 an,0.006665934180250443
Inflation sous-jacente,2006-12-01,Inflation sur 3 ans,0.0060710046390770244
Inflation sous-jacente,2007-01-01,Inflation sur 1 an,0.005760951558787059
Inflation sous-jacente,2007-01-01,Inflation sur 3 ans,0.006779117353211752
Inflation sous-jacente,2007-02-01,Inflation sur 1 an,0.0059944622813986985
Inflation sous-jacente,2007-02-01,Inflation sur 3 ans,0.00665601361746536
Inflation sous-jacente,2007-03-01,Inflation sur 1 an,0.005134980587965239
Inflation sous-jacente,2007-03-01,Inflation sur 3 ans,0.006436220869469387
Inflation sous-jacente,2007-04-01,Inflation sur 1 an,0.004965115384818474
Inflation sous-jacente,2007-04-01,Inflation sur 3 ans,0.006243243746863029
Inflation sous-jacente,2007-05-01,Inflation sur 1 an,0.0046919112395557025
Inflation sous-jacente,2007-05-01,Inflation sur 3 ans,0.005947840994745156
Inflation sous-jacente,2007-06-01,Inflation sur 1 an,0.004828875765310244
Inflation sous-jacente,2007-06-01,Inflation sur 3 ans,0.005883988609838487
Inflation sous-jacente,2007-07-01,Inflation sur 1 an,0.005429265163813553
Inflation sous-jacente,2007-07-01,Inflation sur 3 ans,0.005946775633226827
Inflation sous-jacente,2007-08-01,Inflation sur 1 an,0.005473623270678734
Inflation sous-jacente,2007-08-01,Inflation sur 3 ans,0.00594833627058593
Inflation sous-jacente,2007-09-01,Inflation sur 1 an,0.005470256854658426
Inflation sous-jacente,2007-09-01,Inflation sur 3 ans,0.00571858559064684
Inflation sous-jacente,2007-10-01,Inflation sur 1 an,0.005280067214877262
Inflation sous-jacente,2007-10-01,Inflation sur 3 ans,0.005694170699018536
Inflation sous-jacente,2007-11-01,Inflation sur 1 an,0.005512499933306234
Inflation sous-jacente,2007-11-01,Inflation sur 3 ans,0.0056308624790787475
Inflation sous-jacente,2007-12-01,Inflation sur 1 an,0.005625003061181583
Inflation sous-jacente,2007-12-01,Inflation sur 3 ans,0.005746049866129782
Inflation sous-jacente,2008-01-01,Inflation sur 1 an,0.006229272791743868
Inflation sous-jacente,2008-01-01,Inflation sur 3 ans,0.0059713331412535806
Inflation sous-jacente,2008-02-01,Inflation sur 1 an,0.006359791075767924
Inflation sous-jacente,2008-02-01,Inflation sur 3 ans,0.006054311006012719
Inflation sous-jacente,2008-03-01,Inflation sur 1 an,0.006727189285436977
Inflation sous-jacente,2008-03-01,Inflation sur 3 ans,0.006022382096894315
Inflation sous-jacente,2008-04-01,Inflation sur 1 an,0.007789118342954012
Inflation sous-jacente,2008-04-01,Inflation sur 3 ans,0.006032257187771918
Inflation sous-jacente,2008-05-01,Inflation sur 1 an,0.007942802864939487
Inflation sous-jacente,2008-05-01,Inflation sur 3 ans,0.006172461622412041
Inflation sous-jacente,2008-06-01,Inflation sur 1 an,0.008035646561039323
Inflation sous-jacente,2008-06-01,Inflation sur 3 ans,0.0060306393697025385
Inflation sous-jacente,2008-07-01,Inflation sur 1 an,0.00791459181426489
Inflation sous-jacente,2008-07-01,Inflation sur 3 ans,0.006018540654667817
Inflation sous-jacente,2008-08-01,Inflation sur 1 an,0.007440344947960166
Inflation sous-jacente,2008-08-01,Inflation sur 3 ans,0.005947045073149021
Inflation sous-jacente,2008-09-01,Inflation sur 1 an,0.007817713713130139
Inflation sous-jacente,2008-09-01,Inflation sur 3 ans,0.005987778184906559
Inflation sous-jacente,2008-10-01,Inflation sur 1 an,0.007712105059647871
Inflation sous-jacente,2008-10-01,Inflation sur 3 ans,0.00590725120208992
Inflation sous-jacente,2008-11-01,Inflation sur 1 an,0.0072852867987408905
Inflation sous-jacente,2008-11-01,Inflation sur 3 ans,0.005640333397986904
Inflation sous-jacente,2008-12-01,Inflation sur 1 an,0.006753589869365085
Inflation sous-jacente,2008-12-01,Inflation sur 3 ans,0.005588427766199984
Inflation sous-jacente,2009-01-01,Inflation sur 1 an,0.0070079839684207244
Inflation sous-jacente,2009-01-01,Inflation sur 3 ans,0.00570660325669151
Inflation sous-jacente,2009-02-01,Inflation sur 1 an,0.006640207435225963
Inflation sous-jacente,2009-02-01,Inflation sur 3 ans,0.005602964255156223
Inflation sous-jacente,2009-03-01,Inflation sur 1 an,0.006279059257212924
Inflation sous-jacente,2009-03-01,Inflation sur 3 ans,0.005168082317223665
Inflation sous-jacente,2009-04-01,Inflation sur 1 an,0.005302441947815415
Inflation sous-jacente,2009-04-01,Inflation sur 3 ans,0.0047549963166025845
Inflation sous-jacente,2009-05-01,Inflation sur 1 an,0.005230470983422199
Inflation sous-jacente,2009-05-01,Inflation sur 3 ans,0.004567042466413118
Inflation sous-jacente,2009-06-01,Inflation sur 1 an,0.005182248708249333
Inflation sous-jacente,2009-06-01,Inflation sur 3 ans,0.0045342631775169735
Inflation sous-jacente,2009-07-01,Inflation sur 1 an,0.005098013780892072
Inflation sous-jacente,2009-07-01,Inflation sur 3 ans,0.004496641413616578
Inflation sous-jacente,2009-08-01,Inflation sur 1 an,0.005476833544856558
Inflation sous-jacente,2009-08-01,Inflation sur 3 ans,0.004483400840226179
Inflation sous-jacente,2009-09-01,Inflation sur 1 an,0.006567259975317307
Inflation sous-jacente,2009-09-01,Inflation sur 3 ans,0.004397099135626945
Inflation sous-jacente,2009-10-01,Inflation sur 1 an,0.006709054393625504
Inflation sous-jacente,2009-10-01,Inflation sur 3 ans,0.004275375957025812
Inflation sous-jacente,2009-11-01,Inflation sur 1 an,0.006521657219058582
Inflation sous-jacente,2009-11-01,Inflation sur 3 ans,0.004356883138342726
Inflation sous-jacente,2009-12-01,Inflation sur 1 an,0.0067200463578874405
Inflation sous-jacente,2009-12-01,Inflation sur 3 ans,0.004294282756994741
Inflation sous-jacente,2010-01-01,Inflation sur 1 an,0.008912927571792715
Inflation sous-jacente,2010-01-01,Inflation sur 3 ans,0.004047245961423198
Inflation sous-jacente,2010-02-01,Inflation sur 1 an,0.008933635137787313
Inflation sous-jacente,2010-02-01,Inflation sur 3 ans,0.004214850548265374
Inflation sous-jacente,2010-03-01,Inflation sur 1 an,0.007896176467319356
Inflation sous-jacente,2010-03-01,Inflation sur 3 ans,0.004390357247311555
Inflation sous-jacente,2010-04-01,Inflation sur 1 an,0.00896242695965205
Inflation sous-jacente,2010-04-01,Inflation sur 3 ans,0.004973351652556736
Inflation sous-jacente,2010-05-01,Inflation sur 1 an,0.007913452519915647
Inflation sous-jacente,2010-05-01,Inflation sur 3 ans,0.004803909499243448
Inflation sous-jacente,2010-06-01,Inflation sur 1 an,0.007932690355788249
Inflation sous-jacente,2010-06-01,Inflation sur 3 ans,0.004862147501253257
Inflation sous-jacente,2010-07-01,Inflation sur 1 an,0.008078421484130292
Inflation sous-jacente,2010-07-01,Inflation sur 3 ans,0.00459933424291022
Inflation sous-jacente,2010-08-01,Inflation sur 1 an,0.007975633643433561
Inflation sous-jacente,2010-08-01,Inflation sur 3 ans,0.00485035643384471
Inflation sous-jacente,2010-09-01,Inflation sur 1 an,0.008260907292113442
Inflation sous-jacente,2010-09-01,Inflation sur 3 ans,0.005099768330821331
Inflation sous-jacente,2010-10-01,Inflation sur 1 an,0.007479659849410901
Inflation sous-jacente,2010-10-01,Inflation sur 3 ans,0.004985745021273382
Inflation sous-jacente,2010-11-01,Inflation sur 1 an,0.006271577243195965
Inflation sous-jacente,2010-11-01,Inflation sur 3 ans,0.004995601048675809
Inflation sous-jacente,2010-12-01,Inflation sur 1 an,0.006245485677923461
Inflation sous-jacente,2010-12-01,Inflation sur 3 ans,0.0049051171162133745
Inflation sous-jacente,2011-01-01,Inflation sur 1 an,0.004696612470896644
